No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
2615,FPH,"Five Point Holdings, LLC",Real Estate,Real Estate - Development,USA,311.38M,-,4.44,-1.11%,"56,060"
2616,FPI,Farmland Partners Inc.,Real Estate,REIT - Specialty,USA,199.11M,-,6.77,0.15%,"156,696"
2617,FPL,First Trust New Opportunities MLP & Energy Fund,Financial,Asset Management,USA,101.58M,-,3.95,-1.00%,"94,262"
2618,FPRX,"Five Prime Therapeutics, Inc.",Healthcare,Biotechnology,USA,199.52M,-,5.57,2.01%,"678,016"
2619,FPX,First Trust US Equity Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,103.7,1.10%,"68,823"
2620,FPXE,First Trust IPOX Europe Equity Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,25.53,0.00%,4
2621,FPXI,First Trust International Equity Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,58.25,-0.66%,"42,589"
2622,FQAL,Fidelity Quality Factor ETF,Financial,Exchange Traded Fund,USA,-,-,40.08,0.33%,"21,484"
2623,FR,"First Industrial Realty Trust, Inc.",Real Estate,REIT - Industrial,USA,5.40B,21.27,42.02,0.26%,"437,713"
2624,FRA,"BlackRock Floating Rate Income Strategies Fund, Inc.",Financial,Closed-End Fund - Debt,USA,407.48M,28.41,11.42,0.18%,"139,142"
2625,FRAK,VanEck Vectors Unconventional Oil & Gas ETF,Financial,Exchange Traded Fund,USA,-,-,58.93,0.45%,"1,338"
2626,FRAN,Francesca's Holdings Corporation,Consumer Cyclical,Apparel Retail,USA,9.85M,-,3.24,1.89%,"255,940"
2627,FRBA,First Bank,Financial,Banks - Regional,USA,148.40M,9.70,7.48,2.61%,"18,370"
2628,FRBK,"Republic First Bancorp, Inc.",Financial,Banks - Regional,USA,143.23M,-,2.38,1.28%,"455,643"
2629,FRC,First Republic Bank,Financial,Banks - Regional,USA,22.34B,23.42,130.98,0.28%,"798,685"
2630,FRD,"Friedman Industries, Incorporated",Basic Materials,Steel,USA,41.23M,-,5.89,1.55%,"2,544"
2631,FRDM,Alpha Architect Freedom 100 Emerging Markets ETF,Financial,Exchange Traded Fund,USA,-,-,26.26,0.44%,547
2632,FREE,"Whole Earth Brands, Inc.",Consumer Defensive,Packaged Foods,USA,346.59M,-,8.79,3.05%,"456,312"
2633,FREL,Fidelity MSCI Real Estate Index ETF,Financial,Exchange Traded Fund,USA,-,-,23.94,0.63%,"256,739"
2634,FREQ,"Frequency Therapeutics, Inc.",Healthcare,Biotechnology,USA,677.55M,-,21.97,0.32%,"66,128"
2635,FRG,"Franchise Group, Inc.",Consumer Cyclical,Personal Services,USA,1.03B,-,25.61,-2.55%,"55,798"
2636,FRGI,"Fiesta Restaurant Group, Inc.",Consumer Cyclical,Restaurants,USA,290.24M,-,10.62,1.24%,"59,262"
2637,FRHC,Freedom Holding Corp.,Financial,Capital Markets,Kazakhstan,1.62B,42.05,29.14,1.89%,"228,753"
2638,FRI,First Trust S&P REIT Index Fund,Financial,Exchange Traded Fund,USA,-,-,21.67,0.23%,"9,167"
2639,FRLG,Large Cap Growth Index-Linked ETN due 2028,Financial,Exchange Traded Fund,USA,-,-,203.26,1.00%,158
2640,FRLN,Freeline Therapeutics Holdings plc,Healthcare,Biotechnology,United Kingdom,573.44M,-,16.5,-1.93%,919
2641,FRME,First Merchants Corporation,Financial,Banks - Regional,USA,1.46B,9.73,27.12,0.82%,"182,118"
2642,FRO,Frontline Ltd.,Energy,Oil & Gas Midstream,Bermuda,1.24B,2.67,6.19,-4.03%,"2,600,849"
2643,FROG,JFrog Ltd.,Technology,Software - Application,USA,7.07B,-,85.25,5.40%,"717,957"
2644,FRPH,"FRP Holdings, Inc.",Real Estate,Real Estate Services,USA,407.32M,39.49,41.31,1.03%,"25,513"
2645,FRPT,"Freshpet, Inc.",Consumer Defensive,Packaged Foods,USA,4.80B,998.31,117.8,2.68%,"167,761"
2646,FRSX,Foresight Autonomous Holdings Ltd.,Consumer Cyclical,Auto Parts,Israel,55.92M,-,1.08,3.85%,"1,344,046"
2647,FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,USA,5.94B,21.45,76.72,1.90%,"360,823"
2648,FRTA,"Forterra, Inc.",Industrials,Building Products & Equipment,USA,1.02B,38.74,16.0,0.95%,"229,649"
2649,FSBW,"FS Bancorp, Inc.",Financial,Banks - Regional,USA,203.38M,7.60,48.08,1.18%,"12,111"
2650,FSD,First Trust High Income Long/Short Fund,Financial,Closed-End Fund - Debt,USA,468.89M,-,13.73,-1.58%,"516,457"
2651,FSDC,FS Development Corp.,Financial,Shell Companies,USA,122.56M,-,10.15,1.00%,350
2652,FSFG,"First Savings Financial Group, Inc.",Financial,Banks - Regional,USA,129.97M,5.50,54.61,0.70%,"3,721"
2653,FSI,Flexible Solutions International Inc.,Basic Materials,Specialty Chemicals,Canada,29.96M,10.67,2.87,2.14%,"56,529"
2654,FSK,FS KKR Capital Corp.,Financial,Asset Management,USA,1.94B,-,15.67,0.84%,"512,373"
2655,FSKR,FS KKR Capital Corp. II,Financial,Asset Management,USA,2.61B,-,15.21,0.46%,"396,527"
2656,FSLF,First Eagle Senior Loan Fund,Financial,Asset Management,USA,94.44M,-,12.73,-0.47%,"62,457"
2657,FSLR,"First Solar, Inc.",Technology,Solar,USA,8.84B,92.39,85.37,3.29%,"2,367,729"
2658,FSLY,"Fastly, Inc.",Technology,Software - Application,USA,8.51B,-,76.35,-3.61%,"20,173,304"
2659,FSM,Fortuna Silver Mines Inc.,Basic Materials,Silver,Peru,1.32B,7160.00,7.16,1.70%,"2,463,332"
2660,FSMB,First Trust Short Duration Managed Municipal ETF,Financial,Exchange Traded Fund,USA,-,-,20.6,-0.05%,"90,510"
2661,FSMD,Fidelity Small-Mid Factor ETF,Financial,Exchange Traded Fund,USA,-,-,25.46,0.67%,"10,664"
2662,FSP,Franklin Street Properties Corp.,Real Estate,REIT - Office,USA,448.97M,152.96,4.13,-2.36%,"251,968"
2663,FSS,Federal Signal Corporation,Industrials,Pollution & Treatment Controls,USA,1.92B,19.00,31.66,0.48%,"153,827"
2664,FST,FAST Acquisition Corp.,Financial,Shell Companies,USA,192.60M,-,9.63,-0.10%,"23,513"
2665,FSTA,Fidelity MSCI Consumer Staples Index ETF,Financial,Exchange Traded Fund,USA,-,-,39.11,0.20%,"84,128"
2666,FSTR,L.B. Foster Company,Industrials,Railroads,USA,161.10M,5.74,15.0,-1.64%,"15,426"
2667,FSV,FirstService Corporation,Real Estate,Real Estate Services,Canada,5.65B,93.19,130.0,-2.40%,"116,153"
2668,FSZ,First Trust Switzerland AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,54.46,0.07%,"1,513"
2669,FT,Franklin Universal Trust,Financial,Closed-End Fund - Debt,USA,174.92M,11.56,6.96,0.00%,"62,430"
2670,FTA,First Trust Large Cap Value AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,49.69,0.40%,"39,326"
2671,FTAC,FinTech Acquisition Corp. III,Financial,Shell Companies,USA,487.20M,203.04,11.37,0.00%,0
2672,FTAG,First Trust Indxx Global Agriculture ETF,Financial,Exchange Traded Fund,USA,-,-,22.11,0.61%,602
2673,FTAI,Fortress Transportation and Infrastructure Investors LLC,Industrials,Rental & Leasing Services,USA,1.57B,13.38,18.23,6.11%,"757,182"
2674,FTC,First Trust Large Cap Growth AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,87.77,0.87%,"19,824"
2675,FTCH,Farfetch Limited,Consumer Cyclical,Internet Retail,United Kingdom,10.26B,-,29.98,5.90%,"4,430,824"
2676,FTCS,First Trust Capital Strength ETF,Financial,Exchange Traded Fund,USA,-,-,64.47,0.51%,"593,341"
2677,FTDR,"frontdoor, inc.",Consumer Cyclical,Personal Services,USA,3.56B,24.93,41.26,-0.10%,"481,467"
2678,FTEC,Fidelity MSCI Information Technology Index ETF,Financial,Exchange Traded Fund,USA,-,-,94.1,-0.06%,"171,534"
2679,FTEK,"Fuel Tech, Inc.",Industrials,Pollution & Treatment Controls,USA,20.48M,-,0.82,-0.51%,"14,088"
2680,FTF,Franklin Limited Duration Income Trust,Financial,Asset Management,USA,260.10M,-,8.63,0.70%,"52,087"
2681,FTFT,Future FinTech Group Inc.,Technology,Software - Application,China,92.48M,-,2.37,1.50%,"67,580"
2682,FTGC,First Trust Global Tactical Commodity Strategy Fund,Financial,Exchange Traded Fund,USA,-,-,17.43,-0.43%,"60,571"
2683,FTHI,First Trust BuyWrite Income ETF,Financial,Exchange Traded Fund,USA,-,-,19.49,0.76%,"6,137"
2684,FTHM,Fathom Holdings Inc.,Real Estate,Real Estate Services,USA,280.93M,-,19.77,-3.09%,"62,251"
2685,FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services,United Kingdom,2.99B,-,6.47,-5.69%,"9,568,356"
2686,FTIVU,Fintech Acquisition Corp. IV,Financial,Shell Companies,USA,239.76M,-,10.15,0.54%,136
2687,FTK,"Flotek Industries, Inc.",Energy,Oil & Gas Equipment & Services,USA,195.95M,-,2.72,-2.16%,"323,544"
2688,FTLB,First Trust Hedged BuyWrite Income ETF,Financial,Exchange Traded Fund,USA,-,-,19.48,0.04%,1
2689,FTLS,First Trust Long/Short Equity ETF,Financial,Exchange Traded Fund,USA,-,-,43.23,-0.05%,"11,575"
2690,FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,USA,21.13B,54.87,130.38,1.73%,"950,974"
2691,FTOCU,FTAC Olympus Acquisition Corp.,Financial,Shell Companies,USA,-,-,9.92,-0.23%,"4,535"
2692,FTRI,First Trust Indxx Global Natural Resources Income ETF,Financial,Exchange Traded Fund,USA,-,-,9.87,1.42%,258
2693,FTS,Fortis Inc.,Utilities,Utilities - Regulated Electric,Canada,19.29B,24.06,41.53,0.02%,"107,364"
2694,FTSD,Franklin Liberty Short Duration U.S. Government ETF,Financial,Exchange Traded Fund,USA,-,-,95.71,0.02%,"24,087"
2695,FTSI,"FTS International, Inc.",Energy,Oil & Gas Equipment & Services,USA,18.84M,-,3.37,0.00%,"23,201"
2696,FTSL,First Trust Senior Loan Fund,Financial,Exchange Traded Fund,USA,-,-,46.21,0.00%,"134,135"
2697,FTSM,First Trust Enhanced Short Maturity ETF,Financial,Exchange Traded Fund,USA,-,-,60.07,-0.02%,"557,145"
2698,FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,USA,22.51B,46.18,66.5,-0.03%,"2,770,983"
2699,FTXD,First Trust Nasdaq Retail ETF,Financial,Exchange Traded Fund,USA,-,-,27.26,0.31%,232
2700,FTXG,First Trust Nasdaq Food & Beverage ETF,Financial,Exchange Traded Fund,USA,-,-,22.28,1.73%,180
2701,FTXH,First Trust Nasdaq Pharmaceuticals ETF,Financial,Exchange Traded Fund,USA,-,-,24.4,0.70%,"3,823"
2702,FTXL,First Trust Nasdaq Semiconductor ETF,Financial,Exchange Traded Fund,USA,-,-,50.59,-0.04%,"2,813"
2703,FTXN,First Trust Nasdaq Oil & Gas ETF,Financial,Exchange Traded Fund,USA,-,-,10.12,-0.78%,"9,478"
2704,FTXO,First Trust Nasdaq Bank ETF,Financial,Exchange Traded Fund,USA,-,-,19.5,1.09%,"12,636"
2705,FTXR,First Trust Nasdaq Transportation ETF,Financial,Exchange Traded Fund,USA,-,-,25.25,0.92%,"61,328"
2706,FUBO,fuboTV Inc.,Communication Services,Entertainment,USA,827.21M,-,13.49,8.79%,"2,759,524"
2707,FUD,UBS ETRACS CMCI Food Total Return ETN,Financial,Exchange Traded Fund,USA,-,-,16.7,0.00%,"1,577"
2708,FUE,ELEMENTS MLCX Biofuels Exch Ser TR ETN,Financial,Exchange Traded Fund,USA,-,-,5.74,0.25%,888
2709,FUL,H.B. Fuller Company,Basic Materials,Specialty Chemicals,USA,2.55B,22.52,49.57,0.28%,"419,332"
2710,FULC,"Fulcrum Therapeutics, Inc.",Healthcare,Biotechnology,USA,278.52M,-,11.0,6.69%,"124,514"
2711,FULT,Fulton Financial Corporation,Financial,Banks - Regional,USA,1.81B,10.53,11.23,-0.80%,"1,259,014"
2712,FUMB,First Trust Ultra Short Duration Municipal ETF,Financial,Exchange Traded Fund,USA,-,-,20.16,0.10%,"57,204"
2713,FUN,"Cedar Fair, L.P.",Consumer Cyclical,Leisure,USA,1.59B,-,27.38,2.01%,"626,240"
2714,FUNC,First United Corporation,Financial,Banks - Regional,USA,91.33M,8.15,13.47,2.59%,"3,740"
2715,FUND,"Sprott Focus Trust, Inc.",Financial,Closed-End Fund - Equity,USA,181.98M,-,6.16,-0.64%,"110,359"
2716,FUNL,CornerCap Fundametrics Large-Cap ETF FUNL,Financial,Exchange Traded Fund,USA,-,-,25.64,0.58%,597
2717,FURY,Fury Gold Mines Limited,Basic Materials,Other Industrial Metals & Mining,Canada,168.02M,-,1.43,-1.38%,"409,172"
2718,FUSE,Fusion Acquisition Corp.,Financial,Shell Companies,USA,344.40M,-,9.84,0.41%,"9,308"
2719,FUSN,Fusion Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,511.75M,-,12.37,0.24%,"7,773"
2720,FUT,ProShares Managed Futures Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,39.85,0.15%,"1,640"
2721,FUTU,Futu Holdings Limited,Financial,Capital Markets,Hong Kong,4.49B,75.16,33.22,2.18%,"1,650,397"
2722,FUTY,Fidelity MSCI Utilities Index ETF,Financial,Exchange Traded Fund,USA,-,-,41.41,0.24%,"137,542"
2723,FUV,"Arcimoto, Inc.",Consumer Cyclical,Recreational Vehicles,USA,216.74M,-,6.2,1.55%,"316,111"
2724,FV,First Trust Dorsey Wright Focus 5 ETF,Financial,Exchange Traded Fund,USA,-,-,36.08,0.53%,"82,292"
2725,FVAC,Fortress Value Acquisition Corp.,Financial,Shell Companies,USA,460.58M,-,13.35,-0.52%,"503,017"
2726,FVAL,Fidelity Value Factor ETF,Financial,Exchange Traded Fund,USA,-,-,36.84,0.24%,"12,151"
2727,FVAM,5:01 Acquisition Corp.,Financial,Shell Companies,USA,80.16M,-,10.02,-0.20%,"7,189"
2728,FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,Financial,Exchange Traded Fund,USA,-,-,27.7,0.70%,"20,242"
2729,FVCB,"FVCBankcorp, Inc.",Financial,Banks - Regional,USA,161.16M,12.86,12.72,0.79%,"3,826"
2730,FVD,First Trust Value Line Dividend Index Fund,Financial,Exchange Traded Fund,USA,-,-,33.11,0.46%,"805,917"
2731,FVE,Five Star Senior Living Inc.,Healthcare,Medical Care Facilities,USA,152.96M,3.53,4.8,0.10%,"23,158"
2732,FVL,First Trust Value Line 100 ETF,Financial,Exchange Traded Fund,USA,-,-,22.39,0.33%,"3,050"
2733,FVRR,Fiverr International Ltd.,Consumer Cyclical,Internet Retail,Israel,5.52B,-,158.89,-0.21%,"720,044"
2734,FWDB,AdvisorShares FolioBeyond Smart Core Bond ETF,Financial,Exchange Traded Fund,USA,-,-,25.69,-0.39%,15
2735,FWONA,Formula One Group,Communication Services,Broadcasting,USA,22.17B,-,34.63,1.64%,"170,951"
2736,FWONK,Formula One Group,Communication Services,Broadcasting,USA,7.58B,-,37.26,1.11%,"473,711"
2737,FWP,Forward Pharma A/S,Healthcare,Biotechnology,Denmark,44.86M,-,6.66,1.93%,"21,402"
2738,FWRD,Forward Air Corporation,Industrials,Integrated Freight & Logistics,USA,1.76B,26.50,62.81,0.46%,"113,211"
2739,FXA,Invesco CurrencyShares Australian Dollar Trust,Financial,Exchange Traded Fund,USA,-,-,71.21,0.35%,"17,895"
2740,FXB,Invesco CurrencyShares British Pound Sterling Trust,Financial,Exchange Traded Fund,USA,-,-,126.12,-0.27%,"5,088"
2741,FXC,Invesco CurrencyShares Canadian Dollar Trust,Financial,Exchange Traded Fund,USA,-,-,74.93,0.00%,"6,829"
2742,FXD,First Trust Consumer Discretionary AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,45.16,0.94%,"44,023"
2743,FXE,Invesco CurrencyShares Euro Currency Trust,Financial,Exchange Traded Fund,USA,-,-,111.59,0.33%,"92,251"
2744,FXF,Invesco CurrencyShares Swiss Franc Trust,Financial,Exchange Traded Fund,USA,-,-,100.99,0.31%,"21,980"
2745,FXG,First Trust Consumer Staples AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,50.14,1.17%,"24,187"
2746,FXH,First Trust Health Care AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,100.01,0.76%,"130,134"
2747,FXI,iShares Trust - iShares China Large-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,45.13,0.24%,"11,123,474"
2748,FXL,First Trust Technology AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,96.03,0.53%,"87,094"
2749,FXN,First Trust Energy AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,6.03,0.17%,"62,699"
2750,FXO,First Trust Financials AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,28.79,0.98%,"68,709"
2751,FXP,ProShares UltraShort FTSE China 50,Financial,Exchange Traded Fund,USA,-,-,36.69,-0.54%,"23,650"
2752,FXR,First Trust Industrials/Producer Durables AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,43.79,0.37%,"25,780"
2753,FXU,First Trust Utilities AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,28.84,0.66%,"65,247"
2754,FXY,Invesco CurrencyShares Japanese Yen Trust,Financial,Exchange Traded Fund,USA,-,-,90.3,0.20%,"24,370"
2755,FXZ,First Trust Materials AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,40.66,1.14%,"21,305"
2756,FYC,First Trust Small Cap Growth AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,50.75,0.97%,"168,915"
2757,FYLD,Cambria Foreign Shareholder Yield ETF,Financial,Exchange Traded Fund,USA,-,-,20.91,1.16%,"1,214"
2758,FYT,First Trust Small Cap Value AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,34.08,0.64%,"3,599"
2759,FYX,First Trust Small Cap Core AlphaDEX Fund,Financial,Exchange Traded Fund,USA,-,-,63.31,0.59%,"10,282"
2760,G,Genpact Limited,Technology,Information Technology Services,Bermuda,7.13B,22.70,37.0,0.05%,"2,299,692"
2761,GAA,Cambria Global Asset Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,26.92,0.15%,849
2762,GAB,The Gabelli Equity Trust Inc.,Financial,Closed-End Fund - Equity,USA,1.48B,-,5.71,0.18%,"945,407"
2763,GABC,"German American Bancorp, Inc.",Financial,Banks - Regional,USA,829.18M,15.13,31.6,0.25%,"42,410"
2764,GAIA,"Gaia, Inc.",Communication Services,Internet Content & Information,USA,200.22M,-,10.56,3.02%,"44,860"
2765,GAIN,Gladstone Investment Corporation,Financial,Asset Management,USA,293.20M,-,8.83,-1.01%,"121,664"
2766,GAL,SPDR SSgA Global Allocation ETF,Financial,Exchange Traded Fund,USA,-,-,39.8,0.32%,"9,991"
2767,GALT,"Galectin Therapeutics, Inc.",Healthcare,Biotechnology,USA,156.65M,-,2.67,-1.48%,"96,323"
2768,GAM,"General American Investors Company, Inc.",Financial,Closed-End Fund - Equity,USA,855.89M,-,34.73,-0.09%,"30,239"
2769,GAMR,Wedbush ETFMG Video Game Tech ETF,Financial,Exchange Traded Fund,USA,-,-,68.58,-0.02%,"12,483"
2770,GAN,GAN Limited,Consumer Cyclical,Gambling,United Kingdom,459.71M,-,15.89,0.19%,"310,468"
2771,GARS,Garrison Capital Inc.,Financial,Asset Management,USA,65.04M,-,4.01,-1.23%,"27,367"
2772,GASS,StealthGas Inc.,Energy,Oil & Gas Midstream,Greece,96.97M,7.73,2.45,-0.41%,"41,500"
2773,GATX,GATX Corporation,Industrials,Rental & Leasing Services,USA,2.43B,13.36,69.65,0.59%,"195,132"
2774,GAU,Galiano Gold Inc.,Basic Materials,Gold,Canada,350.38M,-,1.57,-4.27%,"1,281,287"
2775,GAZ,iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,Financial,Exchange Traded Fund,USA,-,-,19.41,-2.13%,"1,253"
2776,GB,Global Blue Group Holding AG,Technology,Information Technology Services,Switzerland,1.42B,-,8.64,-5.26%,"25,350"
2777,GBAB,Guggenheim Taxable Municipal Managed Duration Trust,Financial,Closed-End Fund - Debt,USA,459.81M,-,24.52,0.25%,"19,781"
2778,GBCI,"Glacier Bancorp, Inc.",Financial,Banks - Regional,USA,3.53B,15.99,37.13,3.48%,"332,086"
2779,GBDC,"Golub Capital BDC, Inc.",Financial,Asset Management,USA,2.26B,-,13.54,1.42%,"348,651"
2780,GBDV,Global Beta Smart Income ETF,Financial,Exchange Traded Fund,USA,-,-,15.94,0.68%,504
2781,GBF,iShares Government/Credit Bond ETF,Financial,Exchange Traded Fund,USA,-,-,124.57,0.18%,"6,711"
2782,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Financial,Exchange Traded Fund,USA,-,-,100.12,0.00%,"189,460"
2783,GBIO,Generation Bio Co.,Healthcare,Biotechnology,USA,1.07B,-,23.06,6.37%,"50,343"
2784,GBL,"GAMCO Investors, Inc.",Financial,Capital Markets,USA,339.62M,5.61,12.63,-1.25%,"14,635"
2785,GBLI,"Global Indemnity Group, LLC",Financial,Insurance - Property & Casualty,USA,345.55M,12.15,23.98,0.42%,"5,878"
2786,GBR,"New Concept Energy, Inc.",Energy,Oil & Gas E&P,USA,7.80M,-,1.55,-6.63%,"307,560"
2787,GBT,"Global Blood Therapeutics, Inc.",Healthcare,Biotechnology,USA,3.40B,-,56.36,-0.25%,"594,828"
2788,GBUG,iPath Gold ETN,Financial,Exchange Traded Fund,USA,-,-,31.38,-0.10%,293
2789,GBUY,Goldman Sachs New Age Consumer ETF,Financial,Exchange Traded Fund,USA,-,-,86.77,0.64%,993
2790,GBX,"The Greenbrier Companies, Inc.",Industrials,Railroads,USA,988.53M,12.12,30.01,-9.12%,"903,570"
2791,GCBC,"Greene County Bancorp, Inc.",Financial,Banks - Regional,USA,198.78M,10.51,23.06,-0.90%,"8,286"
2792,GCC,WisdomTree Continuous Commodity Index Fund,Financial,Exchange Traded Fund,USA,-,-,17.76,0.23%,"12,206"
2793,GCI,Gannett Media Corp.,Communication Services,Publishing,USA,197.66M,-,1.47,2.08%,"426,217"
2794,GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail,USA,335.76M,-,21.13,1.83%,"108,729"
2795,GCOR,Goldman Sachs Access U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,49.7,0.06%,"8,105"
2796,GCOW,Pacer Global Cash Cows Dividend ETF,Financial,Exchange Traded Fund,USA,-,-,24.83,0.47%,"22,235"
2797,GCP,GCP Applied Technologies Inc.,Basic Materials,Specialty Chemicals,USA,1.67B,73.45,23.21,2.02%,"140,369"
2798,GCV,The Gabelli Convertible and Income Securities Fund Inc.,Financial,Closed-End Fund - Equity,USA,103.52M,12.47,5.5,0.55%,"23,510"
2799,GD,General Dynamics Corporation,Industrials,Aerospace & Defense,USA,39.97B,12.50,140.7,0.92%,"990,251"
2800,GDAT,Goldman Sachs Data-Driven World ETF,Financial,Exchange Traded Fund,USA,-,-,71.8,0.27%,"3,126"
2801,GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,USA,12.64B,-,74.87,-0.39%,"1,079,970"
2802,GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,374.63M,-,13.28,0.99%,"118,125"
2803,GDL,The GDL Fund,Financial,Closed-End Fund - Equity,USA,121.75M,-,8.45,1.68%,"67,593"
2804,GDMA,Gadsden Dynamic Multi-Asset ETF New,Financial,Exchange Traded Fund,USA,-,-,29.16,-0.03%,"5,554"
2805,GDNA,Goldman Sachs Human Evolution ETF,Financial,Exchange Traded Fund,USA,-,-,67.1,0.34%,"2,283"
2806,GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,Financial,Asset Management,USA,253.21M,-,16.95,-0.99%,"20,824"
2807,GDOT,Green Dot Corporation,Financial,Credit Services,USA,3.25B,61.38,59.78,1.87%,"301,766"
2808,GDP,Goodrich Petroleum Corporation,Energy,Oil & Gas E&P,USA,138.39M,-,10.67,0.00%,"14,385"
2809,GDRX,"GoodRx Holdings, Inc.",Healthcare,Health Information Services,USA,19.83B,224.36,52.5,-2.78%,"906,607"
2810,GDS,GDS Holdings Limited,Technology,Software - Infrastructure,China,13.56B,-,86.03,1.70%,"1,102,498"
2811,GDV,The Gabelli Dividend & Income Trust,Financial,Closed-End Fund - Equity,USA,1.71B,-,18.89,-0.84%,"202,043"
2812,GDVD,Principal Active Global Dividend Income ETF,Financial,Exchange Traded Fund,USA,-,-,29.23,-0.19%,"4,814"
2813,GDX,VanEck Vectors Gold Miners ETF,Financial,Exchange Traded Fund,USA,-,-,38.82,-0.94%,"14,364,136"
2814,GDXJ,VanEck Vectors Junior Gold Miners ETF,Financial,Exchange Traded Fund,USA,-,-,56.44,-1.19%,"6,390,451"
